id,dna
35,12774625266801833777404253908973831480205973493726097856226568854978704152024
36,18222064983038289854868734945428895369605836239124624827100334257964451172145
37,12334785748294517066803588243827243988162706372862407949853793181307309565196
38,74700324395136980463820977466624402053564760624776782904901989210191405772019
39,71874225852189197560385100198298783963229271923222598527876105286067329397616
40,74091081496850200670817734560136164361982493525383287023922520078332583064337
41,100355586842749085926127547252798681125957126265565993927525271358351809553295
42,17351996718543825699527519682999974997054691192995554689114817627953435102078
43,109459985740679353444496985815591673409761080284607498317304961766124119201829
44,17092291533252423472838588778738994063462851079619607361131201827880760005592
45,80847094332638823567596795765233970571339487076541370432616798275364342476274
46,5067182347010890402171798907989332053577198581533044791484783157860333684399
47,112484613452819063810343980266273135333460024984214194301225995948140239378631
48,21550699719832747153662699236124136287001956843350818548705057935586983875489
49,82823358476466423222239057224905972101379806117993734600851318010754978750307
50,589481584215371546703423585392351975746927825099935973668100065472199368524
51,55898343657062899013078375440650719340673337001480358524706230043525547906996
52,84369298965993076610898157699522083266820473706144455835882799703729275128461
53,56288448840920207663855803740882948648261164963918906374917446521291845155640
54,32316908961530446283843576672871979594391343260365839509148349926095515525418
55,51510320286123705906191966155652141919238376903408537049303848467848324667444
56,61934397812709451739613915863239730062654532969655303686751461323028208843093
57,94498798829346602084216591807179239374479513767712050301002040626348864004799
58,52238701118289355035243694069876297127281812483614170246477508290405307808329
59,73088982808379000985305920160448210252212202910923578034933362424939171508316
60,112278495233293703594019948306025285981614954017440946070533609002530206477849
61,22684450586366050568579931183800136055702634295187994913951427735369177534945
62,34563834920072285986690546737324850108913111146597261172295808997168424062634
63,56008558196085191694558652145821686378869717006478346018050985639486009748997
64,71275204596558320567309290712278678306554570235197326957093739211571302218352
65,46414180092472616576451464859882639764943578961699448771553861484154918140590
66,4404574365314647783835581646597143652217904981143408965981964754529580550505
67,97262872430852418433900372004280160688670111150116258387962011399267275650810
68,41875291899266769706102818887267815218901672066153562320227505970987825890495
69,112282833854569882802408622830363638879184855416574601262317620946317286989954
70,76158115152083616207620144047490517854812400102352919503648848474385479810678
71,56425940143539005022116725912605043354280099028369346972443708070363340664786
72,28209874289728242079249864523044532940827574222257252208339061823091182596749
73,87327766971679228467273687855867625497122624577699855974447861348073986625788
74,41040818116350022686923590511110994656317088958788582140275518310736933773814
75,33345107144666038715002625278064217397324474486008404830066157058668538835087
76,34612847538329127651199843132713537910460622389285215398335236230994883357235
77,50588891863529697263354077634866786956824975178514280749901419279311262005535
78,27055685373586273058981526909854973376213801834626392809952292013255427889666
79,98088350866210294588992865846465352385564592435446736000252701893225568534792
80,43104779540114259125626573305902977987013981362902705012788467409124743632930
81,93116505847812908261864207519786318031952735421968927826342514247605077929763
82,7549325402788408567020822499541420749408842755702322804736869315246484800317
83,8408905300501538807716617916328792511927137294500136387990699174825312405424
84,28041003290609801597312102139100298028034287560379230393149168006044606037358
85,91312878111062435192013561960761507586853037918620091912760527486878556945501
86,70536093236633578803452948636254826251091675209004792254346238302344122355420
87,108474573233405604214697431243318012945163426233334153502049049545167627768250
88,42539310958138035497618872639130749249858271562552566394106098918496505496821
89,87005312405795321835817262224992412278266793387064716897672963600059780111787
90,10121123177525833689626504165123733068380789425031615246287962065038771697701
91,33053027464129793388054977577517008527257521082590396688756394727504739833556
92,38477700638924341475474162949552027312597326412962892378352901823391467355699
93,44146394842092612365078071919586410804125508008876434920029284973286395367425
94,86725096754681190570363885916280158143593329638365591838551762411512017204368
95,32210668596575917775026462071492571367247192263989114638195834520274370088751
96,38253921012841869733625844367119868374033458448617076612360249419388490160654
97,68936530118951567917820256719207786152672167930969602508032966237180917471864
98,24673073559263671476449141932629389459716442594192809385265753789939498569400
99,39878391491225815510174943662886754913957115587178509292818944374334624089109
100,76626101048859207974582860767964188255180623755721360249867064627738384770773
101,30774648918916598533884045702926999885178366132164197228534805829721271387199
102,41474698763177995083570836654609380492124467114297683563505389068562922280153
103,72389239313002657854170893340557461305125010494345638893758402043566532332785
104,76755244242279020949165148745396262892869469135074602842811825601580192742584
105,42882326081379913596090674327242878155617137334789021954761966433752022276755
106,32285775065244740120494471533049332195874259233648551083239697975751918547742
107,43605308758117125006055561573240358822332761170094073906989634017339548610703
108,81915668461825010918560099158318273574717092922242829522546239595218466635885
109,87896773838568104177535127519171107400615081533417726138202507442045855289457
110,3637139336538135737912385308148010370112408834982977015507240729125346640992
111,100039305031316480676669785473469361595425590351729781699342832029202082663751
112,78278080629059255114667374042576034804787597753939036303151633791948876938902
113,85696866346165450965153781940644087865758199352399216887947410982590587640516
114,20660892674842521297247003914018985113146078501436623677122561242408672020771
115,97723130599079228164571425392620349185095309334550430581485376328812818181453
116,115439162223818319686843430757351451290604611329038899385344843295947648684170
117,5367893389607160909192253040567670235467193276545102762895339499262923267214
118,36494704426393457654931997888838054629555791069198353816854433476273513389546
119,103619310999558249515763832905560370387701820090398323272681876163445759556833
120,103120756724359637712879612684570185586779226384247338129793200002313137306126
121,101225381833864551643620522171029124232066041775583021740697872594592040845687
122,10261669712132185637106439794872316140976497138253396119677889908517275115194
123,49766412877272870620031464480839481999998736070669599327584602090531564308887
124,62043520636476930889867669341416169791771753786449648218166753920882890557647
125,106667545057528412412790337610991891497459438252099419364811011805742885711457
126,47981577422333983792977940533839782853675372157915564531823521169725024101349
127,1590763829726823330605197942806536704396691081757408118716960711791674580967
128,48488569556392137522273992806541157205537260803875361127714618308965194670496
129,10449322693491449402963097769923670063997268705012328733454167253946138972884
130,40804651019702086259584176441410125245057640796675788711713979684144733356133
131,2225553856334380416278164081401297934632678769785053013957294577301034590408
132,60921755270669889207189316566443801505069582235302153579566228804438115140667
133,28560538730695195028112276413349337546995065793318936549536551127571062357208
134,37793208844944316423293568352336113393647805600325172437047144376836128494838
135,113862388925572770068349872945129609233417017981562187007466071306858414009069
136,96233283566137905146095760530179883997347002798606111891578950878145014165744
137,102575391737903647345828930457966992923967701516014561956622924301925349609320
138,76752029487902178275344334344112132057846543603312130538501119942186736419831
139,97297270734165962873633327055543163989700425267831876195531403010295717097738
140,8589550235469508661447332290597258661149558801698014269978547223341833348800
141,15918001957467633983020759309907796136147107637283130468311380429087335812275
142,22603130676954345699089789042829820579980165129150231209498855442153657034487
143,83728522027929373019055786097511151410272311030687029910508792956788427011737
144,18932383532002966642974609380015389067789820437438897592401068311756380923429
145,44394604725042421133064180939165411213121048502888410487621959455200309497243
146,30043818829226096612242624728007981227990393432322501930036529105766687301860
147,89973823683569005782324463084342468678098453442995376715477973842396245153614
148,78193251586674189003384216454817895965227612536147473319319106751572066761434
149,106632853698602759133388397165464841280783650707681840353051180302987534584005
150,107894506228866907030454590933755947997202635362637256865101201091480824974151
151,102926950676537957576024060338763488914718522491940094763341847671427988279026
152,71305883133560919518056815599527794948962521008475846803102669130241443248275
153,104086474266883031406828314682432620335139515533323920253157848013527868173676
154,55170539423952347214044594244649642699893156515999868246379204342970580374319
155,23010855477764947318721597050134394686113372348867999105616567281826253537089
156,52449966196634095228608449951423953034015880336343482572260125870365966276608
157,60886681872953574699052099084641191711513291985104180160340770465570867153083
158,61115358184869393475536704606208211463271642215851530954791948678887162742661
159,59770926584902058886519411724712433818698181379622868676619948497689510232391
160,12451120130684258110061859241630920895208324080939917466050649701551734785093
161,39193166652543935401799944763101034365993419931130736984409031399605781762584
162,44107157266204662653186349071909484785348124099096870401147402176145617663906
163,25208830829553995999588857668540547816416595804936423148824441232421813027387
164,110838746048026864013536912294734313883367926394615391357998688854993822534015
165,68798276456388370447850816298567189628891760934802353357241014580117101348939
166,36511581373005056130764627596307401353018792556433747136319940612850419088316
167,47168277863595081977611346480021309170618832704647188378820471721258533667782
168,90793427970765688659749445337838978486707269914564304145090770274589411835064
169,9606428633267667660630596528519417403144404071664683133461720828582505867227
170,103546725119082227614904468786057383900011692482897946974396693060164699072024
171,69227790676093224151480443173377895803211878503486239065593865219575873974918
172,748566176749167276556203677218070266946071528725812138096227596270433059462
173,67048938982227029647198312099579128967362185314289876091553755771657705253175
174,73469418437853809252642677033927210505485173111815741620482746916692310100769
175,75362353159236242782823335600400220149683737839652259559886415296746273017879
176,101002374610861622787033827406431400467337843068551401732656666218076161963775
177,43137094806885107380964666745312814936995087333602276273790461160725761073305
178,22395920117733351803552616272062033247909019444767393320318872204187262739031
179,25913859547331981742676495243103433438507740912275056391712259851744810862806
180,52188364937786651531788373921111584675068816382108329865504821058496058437436
181,667369558264266109430663768414551675216805815218853319971424905943811018058
182,82270075486925104984490874900244161805507560812929756011104373935204421922438
183,38832436039584492357737086390764611375556762643375418122011527902143641076544
184,32830215476536951831560148605125366622373938600211194129769233326726132174817
185,100420681679443069587513331477779808639894928701788098474630978043167800126098
186,97652383848517148766996248149153057299859290295917068651505693627753850813216
187,115499734471506248462523367856459870459801405958783447435100907466158660493966
188,96964839674967821238757201649879458087158378076694338647047088710928410114290
189,43794844887836223995194098792826555647441941348684158682612703502536717770128
190,91772045825439669063968755745760729627574386933249021509700801526195407305678
191,102027602229301675285056886982890337942047838398070188984814182225869538726168
192,104557237091355907674579586500496129178332985967073210243226903573285091541062
193,69058508947842205017232691311632066899564996429513386527513428135503825776594
194,91768154787686484214490611246016619964528193228007366871122269635642294595229
195,102134273759536207323393225244084745147208507307118910010435805000772461036767
196,53040885897295452634248927049823224214042424914915625145117827571530231735704
197,22116645590010167137563529229380143023201623596279246225567316510457138260862
198,62221931574378550738285293080221637528558584722649393995414522490547091703621
199,23650317227087055194440506588140464010009389101679025317843101668304202168330
200,36720601345453208234012068255990474768983450616416839550512586595242816819540
201,72486659780385540047284715126483417123087005717058572392756236656432242942069
202,66878597951860642671555108816576416706124836549040007984014523994282625115374
203,39759568018895095157494898234668551529976755728234344981680963388422663760418
204,106338828462285694245213679564905044451281837737045292396777077911310842516497
205,13329156691912437193485042479369227061958482622731868612962989466695606090261
206,96505626861417313667436279187475243505804026543765711396830323554539098966030
207,68409764355554608861065211336350227471720666643293340570525101859990857252895
208,55573539773164364736695782541433865614739026162331024074145110164265127192000
209,106130435589632745419111615783023456630023340185352894735754475935619450020855
210,34678339455718216315578576845697149226991656361527227376837770293127927005586
211,66698152035742701272509360332939483268712931368265042525482147025400488410692
212,94469394768208819856497719513779372321812206556580047305184615559345228365623
213,106450409844281753197079975016263813485485415532502446652147590123691209079733
214,3888788415949378692851818400249250078982659369294531776695331622013581363856
215,92539785040558175188496346189743902952027202267771261872630928683850593868337
216,82633498962405143998883150479077997751240196051753121872154650245153038835831
217,8564235219171756378168573433567404270567592458923953199871292565625121698960
218,114172607078457886135712049296791363548953327650854693068412020894922211033460
219,51812600494858327679366090585508217189466200147553366605420453873694029210054
220,58056529828208418234015562640078798262005729001510093310623634828894017714302
221,34761343492680219524049582794069870371164876982622101516254121865814125649389
222,40158652207813675380959868492653546719076272844392473584298587499922297735939
223,1077550079483697880268401450148195331790477685557466217551352292108376102210
224,103393062603525212385796143920294033109376853465022175785971057830720280972860
225,41289027476033999273554332677434805505773497847009573633068132510649669017341
226,63133102159994940997972500975827704192660406058939513924693008031121551490834
227,102017515701803628847661608611973273171646767859464359731421109503146153865504
228,31626181909245850448302453843968667947887006697772370362149540645981130059313
229,35086569958577012066140366349955049412975952240358627460883913132778326145259
230,107633072887414935176595919335806584557845560114011306618655169935655096739717
231,31772228087981089669873402998630721851702206854687276860114164129257154400253
232,87669457005689527940984685081493920603144418745028432169928173120687122759061
233,100408774215647654417847505453748919444677006063992392186814879020946204557223
234,108310987301520406149834764203633705164356721980599527370937640318751972855509
235,93269401626049555701590230237288294670298698635854330836119399855475173510237
236,47935693461672403213453224151972198751704276162020338340633957104237291941942
237,5530589364157786679126527642146625166959735342088418501960482899940663106885
238,50474379155631099819636632557247208028556531012461885198732483476303295533277
239,55537326603666636059909392295504728149548628493597079593816455882527938180398
240,40621391989260417065089242351448057046265530177673476075212914633727906947131
241,113560559646137671405253474958825658798095075746162497965388917806582520162481
242,46161916118538922514455342636481850564294367371301141044315281170422107691820
243,104634686227691809135507301953942148870334170417074293603217064989082333679613
244,69056703642786691940498777076806124356412078970778554314235268270705962184972
245,70874912590028962180540983359863003227723648009367028522680698875324318642685
246,83401684005221817672225864576051500479455578289283456972995657264928291571947
247,22082993972099337579402030320462934200309142694243363327986047317754069711973
248,16853005262716880951701944333357189160283785384026912489382026096202975605950
249,73759915325892558098285637940351017397334362538263964948618984472813765407672
250,56222252187783364030420984950753784820423185764474162570513962790959307678883
251,95120447119518643401158972523966353261241561142774478129224182619578995656111
252,10862716517655768466247749718376973160446131743735856225587257648755835641138
253,4341915296654114387617939526437993474724212669310696827623965920639251524263
254,18531744280763092497590003888258096897882910674145118191965523262725555716825
255,83185225133492933748840380585199416191486344322348076032161757496143699027118
256,46780273126582931153049804962323432198000141157066048737376949219449871483485
257,44934147238300263083955266995069244469273606797358274102725234048835771067313
258,13664466423843495640767112720118980710992385795631267773317299882697580505775
259,21174415457445070962217156622951499925125228122683119195041755309925158297647
260,26380393013802885368896782325402124494906717102024463081488997760366183782510
261,78840464992682832035209072294382077260033561569059535456372274892752696446338
262,53050499988924894052221903039318713679300544404732512273754392204071714979031
263,67973472812118479528214631741421847779248589414665050500964548829841081564789
264,7427776171212932714723302896768479207974684537016743386849587558559579120212
265,68767941778608568911713511190703785230240089394885596365832947255183030454636
266,104003677133369814283316400356339916145130447811997536326406470568265880811727
267,46329534922456751747254985154405930541599287833011230648631214222608529471826
268,80155832820109600601782738694754441122523295163527551750693394740582819025717
269,52978624630200018221422296448864656038941171688336446314830501744389544705866
270,90843907125907549520699339574667484817558032398714175979350855976003020281470
271,105761033607016645425091703200258557023262863863182402994413420951249284894288
272,31228556069606921552690595484996733945025001299342215070626107061419003778662
273,69661199336836935782708279315705429371776691903061150408334508260559001077676
274,13655580709418871524743168841930999959786506728278919941885234928457659517950
275,30031550364696804556622688162725060590041207445314352278963948004605573147592
276,24435854117626045610378138153319821438975823952074078978887301355147558719970
277,79749989140172994289906778927742478124159149172082301000740629226492627877969
278,42891860918549333940790064791814356026691469161160801864234308051319071355229
279,48252656628568670665647193389405948404364996363724681516598141523373463228570
280,57813504583069122425327868525515008562867393804349199866100019851770522688342
281,59082618360016257589278782880128724845900033474463195111494319713771754069409
282,40905570649089106566572820227084660474504918384160506524246730823018781249667
283,105496191998233275271658948686486697119936900554660063101165001043800926614497
284,61991367474649152926021999750954183145200429464482697084304385315623675481648
285,14079917625465195338772029277164096767600444120075064200684647062330399046277
286,63283202748808464245014991543816060196997246565833632110877735685112718300466
287,6461094363892644370991666426769589303918820518288646677286139353743384150564
288,82023257784571245179015649825060003187733600981208362207689710641939773402379
289,103662684210446928908026130367097848235451499985621849022403239460448325349206
290,72182652175422058895293382872151333241933046923509012673851604843635766304125
291,39566763778298779361227791780874047139695565827481290134750644455949833398353
292,42201049232337008215028146848683252020674846086544068942061577289063365343157
293,114521875016853839762734053350475436128766763311018647305835328097573599826696
294,97987701358361282716390489758395051679668283689251595868887691243527578800227
295,63290865657249396580570104563232851180748059779542921479819701259987115774448
296,32156552685190340182015615477895866367731181679427802619572413317611505804569
297,78578403882441894214019500865256404490249844307529188001071722131193333735603
298,15415653507000078470709943694239316712507254103652394129411900920327364836331
299,16997053223741828586531751119787278627854225900314078140720668113733105144580
300,109189875756125380489521337624954416214455761294727381030417968716660248693489
301,35615226643140537785788756729244096083740852917684944421524718194232117784886
302,34129710648587154854334615460487407395172830452024165142727239042266386154217
303,84316851638116510245925445606530565604805468364561450149614992853502319454017
304,4141808336111150421506300145771410228048167162160980280554526524039561889848
305,20259388885922137722498217502939218605851501651179649073480184203054138467369
306,13088897408397751572573813969950715005188142359650975458106088070830092762432
307,97395988798337254392423760464025108482204294900648333063680297146145458085207
308,50488905601422092188310180362635623361285234547848700934711203770978570336444
309,53637671494075698314467979585184730872841670640564006244745329324576362162500
310,51945326070154966689157675557244346551968092578758285538235719440525220802810
311,50691377356900004509966472788925112537840985985036784474586078194042244767172
312,12351606445006592088648790646107589048000162895828086220594986213956959737688
313,16399514775139323334234241850107393263282269170410392338692302991333519330619
314,20278238351038570988629272157795219256909499374090014631501797665694189340066
315,38718358026505053901858176947451025963369117638040883248863337778639037694953
316,93957539846624565156007791132636976680390301637204189442393440049292399010500
317,111750924462129616543531128924376033257991462947626225683459157441950112529186
318,62984799667453141442710742827289228186699374159002132015415572128472095999208
319,85851652166968913451836748168195555029219427578816576538142975812150217886439
320,5251147773061592162723886924565325962501674923624925829774804257213933513018
321,96591166563207987931667871597883132561835855237878805700305027597678458728409
322,9463076133957205197901311245220615051957513464542078876631416137891777771264
323,50343574386424457867171168345890830786929155816451684429889448016077972996225
324,1205410614030839861895065316473931463692887886723197643186820285854970089386
325,10776440098597607675469456109366463119257987137475597995660036982252331802045
326,115626056966366667395056747582456993407354162501547800279224768254556484621627
327,16706779094372780984037182128942321364239954970915568164843297194587089182992
328,41713801597586024641560500589193784380744552825236178285830142677803921636337
329,110304046346470904151866314552275842578455792476181507814637045317245764569327
330,109988892696239910310324405852080223149762689328127150365320842004705956895658
331,85981664372543874316224127447860291907660181101817241955434396559826836593503
332,32828619079670457467530532026461861631917028274045622922317170151339195394748
333,12620323702248475055176166482164741831959409564331294887073200636388692343849
334,14128725953866209758196283607641443992564940966448892170142801907904457796863
335,23925088620588627087960262501699858786644781325923646452674251752725339046643
336,95534954376079755050293770963308941804192545485655499102167920610215487634822
337,49976961206499169087315367372252847719159175902357718049122115189844856214612
338,55818386230645630459996624097004641226720150758801002078148783537055516497601
339,65585531884595463291797995010361159481786958139977029188675763531200831560729
340,79435560021692610972639740706885382744114400436350605086812795579069304040880
341,76586962857775249522128101704030078381288385164572766355884548490226387332620
342,67254677253367844607027496095260306270640130301395029240543446389998775459737
343,5470400850775441001182045656646872510120259361052511245726576616362800243488
344,93535195440623106290240535480787546824261903059714177520959143676237171741047
345,35892559322663844862510458167957293593641447853628317917677449315883847649178
346,94673191082849278346901416100203676495980736206842083359738152459091647507009
347,39707670524282304495595287662418456858103312529216813904688877321729667773738
348,98488060159365480026851707501451920386733155252626533371863063740814692574432
349,35384531006267324870601909608490992422205008381625722765687880675137890085526
350,70738980421681540666351771290280230193943538148056656143740158539208600487130
351,71802198574031513030358469269109643013741550081137443125987104611986881840507
352,19687401810763151815415687736405493603207980943238304590588846411414973562141
353,105920864005223824785188160172471190810764104283302272237633341205143537333881
354,109472559540582991259209043642119430071612485039335009461040026007919235513874
355,7510464724227304414679049781559366989717969948601573546548832568036854308197
356,36233868322105690635934574377802254342885946633049963201437510832431070189488
357,7908248426572631571452250653429773344517350168147235391236749926259535634950
358,25743963030244297628297442827365318788938798471007918109575206508818555743762
359,34996383403588970072622969627721925905101193179168184270616297487416616875479
360,17173364836464000869095902831547362483614323307059973810506300895297256224474
361,76201563021727329406120547025889989158280712915670621683156873314721330243257
362,44006682085284243739552158793751164194862929880504114838394162887757258289047
363,13401923368186751481941208502500885248374698939985436036912929832365726491287
364,60941060618274904098192120411605319759331841999805891314481802078654552763288
365,38914207854552774464678008479739699763216418325866292052605560865182886980385
366,94207850981535008279284691456718482741247657172334190469708687429448337975477
367,7880983010659496485960511261782153663487729147962799133667633477178397039054
368,72738530625345750777667682720891615994338118999853671745719707240059857349992
369,90630436728579232748644065844215178555137913684828060988736581657697418627452
370,63686206895022798308204999636412151565165997771408684849829026585592703128258
371,74103253950765000302822404911153899852355382509377004805230483948858158470132
372,69759719632094271789053761452926117883359483296118920180652961058237412582316
373,102819876229809228620934678473837872454671112461712828605155513200065455288089
374,62256645508696428154208792047049820195043934742075344552674307056682498209966
375,64503920761549312807232978343982445100072290519425772464323179201055116620569
376,15424815869928553866084276366877264024336136811980454593942994560576471513706
377,86857654239673745452120632133683463640807239641364562594717733214263112504654
378,51167807271992189180378224945924433813125239893433069822814325321789741965411
379,91133687013465678257006807924933776752215489399749568687202933492378597682548
380,3374866245005344431309858461761760071836741677204594440856937468303505470214
381,96041058460815742096460392059762236916743634457192177366058005450651116064011
382,72199775551712886749466690300938273546908773374129269476142857987800599024529
383,90627366715430664235885086853438010615518428922246159237826677460402422901318
384,63977814063920467184579599314016988399327277262014132246345300711012251599728
385,3711462379958108313306935509748985574297360020941379472096869653079090660512
386,74623979567482607163722111215088071335011491014653612398445607203649670166692
387,94783659482227559686030018854036783057646916375326000632798580386201667757948
388,12290607650183599299042456961031957523967846569987906130507204552692953418023
389,7552288302020709026985870354049668643658288742487543912032926783933864852529
390,21307317002384443894678246005258091668379849704984727269771267529987164743127
391,95729568687407415777058346557111559521665380527512119512509239102662675602846
392,112177426861622049731152257954452926392078909711899811761779372931059452891838
393,9880093178437813611352785475850667949598278085678301676222480863127198313941
394,66859256227217829116018384122193912040603329280429210724107682694480296222646
395,71670482374024596304024705554762248186775005856046094906561155363631900253261
396,90180974226497156850955345750288053413854609016674357608537419971486924115973
397,692213003470272934874588533317279252688427474040791076441292598963951795768
398,51708834943940717468318117983746269594035104700502592107220248463965423130123
399,90288649416390431069285657251755191678462368166111417776382667416767413052488
400,12186840299409636249575545678697041154676511186087119988146304493406757230795
401,59140823655561674639383149887324595485834464242885487771115981613597269550248
402,85740676639810375084531770429313552683480785047389892765124126112195517668703
403,69765827610934278195069432650852264485852572216327572063247887880212319814198
404,85359576362384829606849105503948798340362619668893715616196587327711144350534
405,25059309586882641110024264977967407776448387748575001214900427643737254744435
406,8909549517109615828192150465661103096262288807945824515639596568085614138793
407,33496391635530802117520674227643216560539341359468536297836857492325377597088
408,79694718776611038330165510957427063992024450631257102885833357707525700436327
409,37276325922184684011779398799521167681565850270674030141306503859822508000357
410,74649780141941849632585621811459963030055345349503360031273359546309664297811
411,42464713440283321021354119132243490772126811965826952419675845713626578014364
412,84543419851415707014198267290717507857620625311573088403252484502566961349513
413,73201744882954095909206923998811314656432651845721671807852277080890459803470
414,98642655804169329953965126121704848969453941577006464893849600445580646857544
415,49270705098647319687442614360603890715520620511459433603777633856674813509876
416,94287961784963011829603017277433574499283179643692574392672335424188263106953
417,57956365288031688458418541906657939082742278754392454868090795933064954998058
418,71046720570415069950897650207758521613212164375656095920972838620733430614326
419,59955642563387829130859329691227563871819726327156724266437543165630508481854
420,55713785304842267906665854397070871720585169621982031597820032964626757318451
421,84031330554261271895694204915320873177881955457474312398871818809702509693443
422,53198739805021016160960029765400497261474704828745143316930934438206253699147
423,57732676193969292980816121361001209537290839853639332831880566091020584649185
424,23247460611201308158518358670912889488412952111663948271863365704200716646524
425,93568647954202730756962286414750016016150425385872428402095053796443133904423
426,11953965771155670574113926987849174433474819941689716377407545004460252952472
427,9424881266002161278251862818607345651180230590286951033597547357349251272072
428,34289936115137142533572777561386992646328250004387421079114521695618221176406
429,106775501231949608208024080597309936911059483855073848451049645241828493242466
430,92116192236879217881847769918867032844967549419540819622754261967736317727462
431,74403483923889624340562691921606536733063924170979503423170778165331114064077
432,82693640379846536519728313289484900566674080762711460018982635061255709714501
433,1480772210641374509653462934136625839366384481760152442786310612040259005816
434,112903042397177472850074269973487110216528842836516850830123013839279658420622
435,95368699964970258723097192186966665806993931605669380783062259358698729666128
436,64803589191114195252059583081812203200314266723355363931957180938928086835919
437,22669136699721476494066357019983806259232329605652219477951071008742232493318
438,9090137407317369072814549516987263068056048660800149274579831155751587826833
439,111309555956368709824973866777647892165529366603920676263918488135422165083456
440,76609948214554053276315712441690900344697047501847138412378669376823929693606
441,69902311275386035427748541299070875945155602020263177573176732225097684531332
442,89087487692592900854934993216632110393121852930956122708765551567122789582300
443,53013111453426594212530668538832200578150867120359685054838161155794495395189
444,19894827748049336789911252379783562002731558402057904733811434046959916388805
445,9518776973688907484353684523998642925251678921737752389869875703097068119808
446,55464874461640615192823034505737138334329635365575765218232240665714123811864
447,14530976581555066883620093601756556470197041508764708147079797861748102984982
448,54862524012197357253773717012445557569424341280772296696821481183059520915842
449,21939011591842101450083682306137897108934795744404856702932677386427015201191
450,25328321703469752261956672645316820122252855596680686511029458487142773712793
451,5994349123265975458887226599571381175793756728665383685975540690317392981277
452,67458675760787797807309517543979205314517198384518787136836818594699893484419
453,33108744389149145853861712949492136476482796643136326098385389764061311300084
454,62048795570814922273307722538189240033165867529324432018201422835402798188784
455,91588192471532943229337443440419147206415493721401895983604814021193903978926
456,80471353661913234771298684203402676115777817557755078304474025167632116222999
457,62843448208954182544449947825788729433725308888549281591453907619928973354283
458,44108795560947019520968899808465991028824413582783955505416844895977736084081
459,37712705414377779936413102612809467937343748748092366305307855397131819724620
460,55290681521540480735262790015430115077719647217875091139105260277123670253511
461,91100744605324602325448216365431720248483345081759441122817498898347716572972
462,79799185940425722552112479808467005671656286121266009557144632528565380025243
463,113847127595769863943001240379776444255398076659334459816569709254285493526558
464,70301157195980690072679778685972753887860730777835028360276434311350794083264
465,59760476578709438925740701777481382222076571485618364074084585079946495863718
466,59190383646843392114707891148056759251846176630505084858302580847785735842711
467,95271667186762668567125975660575400097588160325220259938995809155075497552623
468,63583822862847189010134046712699894301976978441590377840758008675575108332322
469,4369458558040463108483702116834908128495894862932131352638034247177923923551
470,46978710386892726326412616513296445964043811349047677246499847047374146289955
471,22117295337864570695403859397338227990473167793805188432593086513214674457650
472,114677510973093955763720266423509120601269691213264726534671183105242949131335
473,72974164758117542700872885329723534232926275624572270173838681823918155273276
474,1195890206498278479761383852701034347160016151135408561389829587263931351533
475,92051408286038129990742263391905485522809239035807207375038484191205030772199
476,29414255519540387974626393629160043893803567415197304980767125236245150957833
477,113433615315851749900725980018553597757390895618315109904465973402130153793940
478,27892479282923268075031243291260729673194046947049006745540157813363035690223
479,80218034928001615255086626890879762883157734213265398349724417524769122943636
480,8739684179769449234651434231356439643051215484074425152560636604486550171232
481,104303071234125205206231088417218987082148874293676101500351188522034672050718
482,96562724422747192921717252189184543583211377471691350889104612655540903118464
